Найменування відокремленного підрозділу та ПНФП;Адреса;Дата та номер рішення про створення;ЄДРПОУ;Режим роботи;Платежі приймаються в Платіжній системі;Платежі виплачуються  в Платіжній системі
ПНФП ВІДДІЛЕННЯ №1010294;59300, Чернівецька обл., Чернівецький р-н.,  м.Кіцмань, вул.Незалежності, 65-А;502/08/05 від 25.08.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010295;50089, Дніпропетровська обл., м.Кривий Ріг, Тернівський р-н., вул.Адмірала Головка, 40;502/08/05 від 25.08.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010296;68100, Одеська обл., Білгород-Дністровський р-н., м.Татарбунари, вул.23-го серпня, 21;502/08/05 від 25.08.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010297;63202 Харківська обл., Харківський р-н. смт.Нова Водолага, вул.Гагаріна, 12;544/09/05 від 07.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010298;61000, Харківська обл., м.Харків, Холодногірський р-н., вул.Кононенка, магазин 15-П;544/09/05 від 07.09.2021;;ВТ-ПТ: 9:00-16:00, СБ: 9:00-15:00, НД: 9:00-13:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010299;63270, Харківська обл., Харківський р-н., смт.Солоницівка, вул.Заводська, 49/9;544/09/05 від 07.09.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010300;60236, Чернівецька обл., Дністровський р-н., м.Новодністровськ, вул.5-тий квартал, 3;544/09/05 від 07.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010301;44601, Волинська обл., Камінь-Каширський р-н. смт.Маневичі, вул.Луцька,1;544/09/05 від 07.09.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010302;39630, Полтавська обл., м.Кременчук, Крюківський р-н., вул.Велика Набережна, 51;544/09/05 від 07.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010303;65482, Одеська обл., Одеський р-н., м.Южне, вул.Центральна, 28;544/09/05 від 07.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010304;08130, Київська обл., Бучанський р-н., с.Петропавлівська Борщагівка, вул.Велика Кільцева 4-А;544/09/05 від 07.09.2021;;ПН-ПТ: 9:00-19:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010305;67663, Одеська обл., Одеський р-н., с.Усатове, вул.Грушевського, 114;544/09/05 від 07.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010306;26300 Кіровоградська обл., Голованівський р-н. м.Гайворон, вул.Василя Стуса, 3-І;544/09/05 від 07.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010307;31100, Хмельницька обл., Хмельницький р-н., м.Старокостянтинів, вул.Миру 1/155;572/09/05 від 20.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010308;07416, Київська обл., Броварський р-н., с.Погреби, вул.Шевченка, 1;572/09/05 від 20.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010309;22800, Вінницька обл., Вінницький р-н., м.Немирів, вул.Соборна, 206;572/09/05 від 20.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010310;08151, Київська обл., Фастівський р-н., м.Боярка, вул.Маяковського, 49;572/09/05 від 20.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010311;59200, Чернівецька обл., Чернівецький р-н., м.Вижниця, вул.Українська, 89-Б;572/09/05 від 20.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010312;67450, Одеська обл., Роздільнянський р-н., с.Кучурган, вул.Павла Каплуна, 73;572/09/05 від 20.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010313;81500, Львівська обл., Львівський р-н., м.Городок, вул.Джерельна, 16;604/09/05 від 27.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010314;76005, Івано-Франківська обл., м.Івано-Франківськ, вул. Петлюри, 7-Б;604/09/05 від 27.09.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010315;85107, Донецька обл., Краматорський р-н., м.Костянтинівка, вул.Мирошниченко, 37;629/10/05 від 04.10.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-17:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010316;10002, Житомирська обл., м.Житомир, Корольовський р-н.,  Смолянський майдан, 3;629/10/05 від 04.10.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010317;67582, Одеська обл., м.Одеса, Суворовський р-н., 19-й км Старокиївської дороги, 4;629/10/05 від 04.10.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010318;54028, Миколаївська обл., м.Миколаїв, Інгульський р-н., вул.Новозаводська, 23;629/10/05 від 04.10.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010319;39201, Полтавська обл., Полтавський р-н., м.Кобеляки, площа Перемоги, 2-Б;629/10/05 від 04.10.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010320;75201, Херсонська обл., Каховський р-н., смт.Чаплинка, вул.Каланчацька, 1-А;673/10/05 від 19.10.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010321;22700, Вінницька обл., Вінницький р-н., м.Іллінці, вул.Європейська, 74-Е;673/10/05 від 19.10.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010322;62489, Харківська обл., Харківський р-н., смт.Безлюдівка, вул.Зміївська, 62;673/10/05 від 19.10.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010323;08205, Київська обл., Бучанський р-н., м.Ірпінь, вул.Озерна, 3;703/11/05 від 02.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010324;24000, Вінницька обл., м.Могилів-Подільський,  проспект Героїв, 57-37;703/11/05 від 02.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010325;40021, Сумська обл., м.Суми, Зарічний р-н., вул.Герасима Кондратьєва, 98;703/11/05 від 02.11.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010326;42706, Сумська обл., Охтирський р-н. м.Охтирка, вул.Сумська, 8;703/11/05 від 02.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010327;54025, Миколаївська обл., м.Миколаїв, Центральний р-н., вул.Героїв України, 113-Б;703/11/05 від 02.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010328;71601, Запорізька обл., Василівський р-н., м.Василівка, вул.Ліхачова, 2/6;703/11/05 від 02.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010329;52900, Дніпропетровська обл., Синельниківський р-н., смт.Межова, вул.Заводська, 136;703/11/05 від 02.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010330;52500, Дніпропетровська обл., Синельниківський р-н., м.Синельникове, вул.Шевченка, 27-А;720/11/05 від 12.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010331;20501, Черкаська обл., Звенигородський р-н., смт.Катеринопіль, вул.В`ячеслава Чорновола, 4-Б;720/11/05 від 12.11.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010332;19502, Черкаська обл., Черкаський р-н., смт.Городище, вул.Миру, 107;720/11/05 від 12.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010333;20801, Черкаська обл., Черкаський р-н.,  м.Кам`янка, вул.Героїв Майдану, 19;720/11/05 від 12.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010334;59000, Чернівецька обл., Чернівецький р-н. м.Сторожинець, вул.Яремчука, 21;720/11/05 від 12.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010335;62203, Харківська обл., Богодухівський р-н., смт.Золочів, вул.Центральна, 27-А;732/11/05 від 19.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010336;48505, Тернопільська обл., Чортківський р-н., м.Чортків, вул.Степана  Бандери, 60-А;732/11/05 від 19.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010337;27406, Кіровоградська обл.,Кропивницький р-н., м.Знам’янка, вул.Привокзальна, 10-Д;732/11/05 від 19.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010338;79039, Львівська обл., м.Львів, Шевченківський р-н., вул.Шевченка, 120;732/11/05 від 19.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010339;02088, м.Київ, Дарницький р-н.,вул.Першого Травня, 1-А;732/11/05 від 19.11.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010340;67832, Одеська обл., Одеський р-н., смт.Великодолинське, вул.Чорноморська, 2-А;732/11/05 від 19.11.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010341;21007, Вінницька обл., м.Вінниця, вул.Академіка Янгеля, 4;792/12/05 від 07.12.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010342;61010, Харківська обл., м.Харків, Основ’янський р-н., вул.Греківська, 25;792/12/05 від 07.12.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010343;79071, Львівська обл., м.Львів, Залізничний р-н., вул.Щирецька, 36;832/12/05 від 21.12.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010344;79004, Львівська обл., м.Львів, Франківський р-н., вул.Стрийська, 108;832/12/05 від 21.12.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010345;81600, Львівська обл., Стрийський р-н., м.Миколаїв, вул.Болоня, 40;832/12/05 від 21.12.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010346;08325, Київська обл., Бориспільський р-н., с.Щасливе, вул.Перспективна, 17;832/12/05 від 21.12.2021;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010347;07400, Київська обл., м.Бровари, вул. Січових стрільців, 1;832/12/05 від 21.12.2021;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010348;34200, Рівненська обл., Сарненський р-н., смт.Рокитне, вул.Ігоря Зінича, 3;10/01/05 від 06.01.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010349;45101, Волинська обл., Луцький р-н., м.Рожище, вул.Героїв УПА, 41;18/01/05 від 12.01.2022;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010350;56002, Миколаївська обл., Баштанський р-н., смт.Казанка, вул.Миру, 189-Д;38/01/05 від 19.01.2022;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010351;78405, Івано-Франківська обл., Надвірнянський р-н., м.Надвірна, вул.Мазепи, 35-А;38/01/05 від 19.01.2022;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010352;49127, Дніпропетровська обл., м.Дніпро, Самарський р-н., вул.Автопаркова, 5;38/01/05 від 19.01.2022;;ПН-ПТ: 9:00-18:00, СБ: 9:00-15:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010353;09001, Київська обл., Білоцерківський р-н., м.Сквира, вул.Київська, 34;59/01/05 від 28.01.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010354;61201, Харківська обл., м.Харків, Шевченківський р-н., вул.Клочківська, 370;74/02/05 від 02.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010355;40024, Сумська обл., м.Суми, Ковпаківський р-н., вул.Тополянська, 23-Б;126/02/05 від 18.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ПНФП ВІДДІЛЕННЯ №1010356;11604, Житомирська обл., Коростенський р-н., м.Малин, вул.Івана Огієнка, 61;126/02/05 від 18.02.2022;;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1100001;01004, м.Київ, Печерський район, ВУЛИЦЯ БАСЕЙНА, будинок 6;676/11/05 від 05.11.2020;41523395;ПН-НД 10:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1320001;03062, м.Київ, Святошинський район, ВУЛИЦЯ ЧИСТЯКІВСЬКА, будинок 30;672/09/05 від 11.09.2018;41943859;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
