Повне найменування відокремленного підрозділу;Адреса відокремленного підрозділу;Дата та номер рішення про створення відокремленого підрозділу;ЄДРПОУ;Режим роботи;Платежі приймаються в Платіжній системі;Платежі виплачуються  в Платіжній системі
ВІДДІЛЕННЯ №1330332;04210, м.Київ, Оболонський район, ПЛОЩА ОБОЛОНСЬКА, будинок 6;№887/12/05 від 10.12.2018;42698992;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330333;14034, Чернігівська обл., місто Чернігів, Деснянський район, ВУЛИЦЯ 1 ТРАВНЯ, будинок 167-А;№887/12/05 від 10.12.2018;42699006;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330334;61124, Харківська обл., місто Харків, Слобідський район, ПРОСПЕКТ ГАГАРІНА, будинок 167;№887/12/05 від 10.12.2018;42699011;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330335;07401, Київська обл., місто Бровари, ВУЛИЦЯ КИЇВСЬКА, будинок 4;№910/01/05 від 02.01.2019;42733738;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330336;08132, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ СВЯТОШИНСЬКА, будинок 28-А;№910/01/05 від 02.01.2019;42733743;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330337;02002, м.Київ, Дніпровський район, ВУЛИЦЯ ЄВГЕНА СВЕРСТЮКА, будинок 4/1;№910/01/05 від 02.01.2019;42733759;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330338;03035, м.Київ, Солом'янський район, ВУЛИЦЯ КУДРЯШОВА, будинок 20;№910/01/05 від 02.01.2019;42733790;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330339;02089, м.Київ, Дніпровський район, ПРОСПЕКТ БРОВАРСЬКИЙ, будинок 17;№910/01/05 від 02.01.2019;42733764;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330340;02089, м.Київ, Деснянський район, ПРОСПЕКТ БРОВАРСЬКИЙ, будинок 18-Д;№910/01/05 від 02.01.2019;42733770;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330341;02140, м.Київ, Дарницький район, ПРОСПЕКТ БАЖАНА, будинок 8;№910/01/05 від 02.01.2019;42733785;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330342;07455, Київська обл., Броварський район, село Княжичі, ВУЛИЦЯ ЛАГУНОВОЇ, будинок 74;№04/01/05 від 08.01.2019;42746197;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330343;61003, Харківська обл., місто Харків, Основ'янський район, ВУЛИЦЯ КОВАЛЬСЬКА, будинок 4/6;№04/01/05 від 08.01.2019;42746202;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330344;01011, м.Київ, Печерський район, ПЛОЩА ПЕЧЕРСЬКА, будинок 1;№04/01/05 від 08.01.2019;42746218;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330345;73003, Херсонська обл., місто Херсон, Суворовський район, ВУЛИЦЯ РІШЕЛЬЄВСЬКА, будинок 38;№04/01/05 від 08.01.2019;42746223;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330346;"01001, м.Київ, Шевченківський район, МАЙДАН НЕЗАЛЕЖНОСТІ, ПТП №1, СЕКТОР ""А""";№04/01/05 від 08.01.2019;42746239;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330347;03189, м.Київ, Голосіївський район, ВУЛИЦЯ КОНЄВА МАРШАЛА, будинок 7;№04/01/05 від 08.01.2019;42746244;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330348;03115, м.Київ, Святошинський район, ПРОСПЕКТ ПЕРЕМОГИ, будинок 108;№04/01/05 від 08.01.2019;42746254;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330349;01023, м.Київ, Печерський район, ПЛОЩА СПОРТИВНА, будинок 2;№04/01/05 від 08.01.2019;42746265;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330350;79053, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ ТРОЛЕЙБУСНА, будинок 14;№04/01/05 від 08.01.2019;42746270;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330351;61020, Харківська обл., місто Харків, Новобаварський район, ГРИГОРІВСЬКЕ ШОСЕ, будинок 88;№07/01/05 від 15.01.2019;42763830;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330352;03148, м.Київ, Святошинський район, ВУЛИЦЯ ГЕРОЇВ КОСМОСУ, будинок 4;№07/01/05 від 15.01.2019;42763846;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330353;03022, м.Київ, Голосіївський район, ПРОВУЛОК ОХТИРСЬКИЙ, будинок 7;№07/01/05 від 15.01.2019;42763851;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330354;04050, м.Київ, Шевченківський район, ВУЛИЦЯ МИКОЛИ ПИМОНЕНКА, будинок 13;№07/01/05 від 15.01.2019;42763867;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330355;68004, Одеська обл., місто Чорноморськ, ВУЛИЦЯ ПАРУСНА, будинок 7/159;№07/01/05 від 15.01.2019;42763872;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330356;65016, Одеська обл., місто Одеса, Приморський район, ВУЛИЦЯ ФОНТАНСЬКА ДОРОГА, будинок 58/1, приміщення 16;№07/01/05 від 15.01.2019;42763888;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330357;03038, м.Київ, Солом'янський район, ВУЛИЦЯ МИКОЛИ ГРІНЧЕНКА, будинок 4;№07/01/05 від 15.01.2019;42763893;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330358;40035, Сумська обл., місто Суми, Зарічний район, ВУЛИЦЯ ХАРКІВСЬКА, будинок 2/2;№07/01/05 від 15.01.2019;42763909;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330359;46027, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ МАКСИМА КРИВОНОСА, будинок 2-Б;№07/01/05 від 15.01.2019;42763914;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330360;29019, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ СТЕПАНА БАНДЕРИ, будинок 2-А;№07/01/05 від 15.01.2019;42763920;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330361;02156, м.Київ, Деснянський район, ВУЛИЦЯ МАТЕЮКА, будинок 15;№133/01/05 від 31.01.2019;42802214;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330362;13301, Житомирська обл., місто Бердичів, ВУЛИЦЯ ВІННИЦЬКА, будинок 18;№133/01/05 від 31.01.2019;42802226;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330363;48501, Тернопільська обл., місто Чортків, ВУЛИЦЯ ШЕВЧЕНКА, будинок 13;№133/01/05 від 31.01.2019;42802235;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330364;36034, Полтавська обл., місто Полтава, Київський район, ВУЛИЦЯ ПОЛОВКИ, будинок 72;№133/01/05 від 31.01.2019;42802240;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330365;65123, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ МАРСЕЛЬСЬКА, будинок 35-Б;№133/01/05 від 31.01.2019;42802256;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330366;65088, Одеська обл., місто Одеса, Київський район, ВУЛИЦЯ ЛЮСТДОРФСЬКА ДОРОГА, будинок 140/1;№133/01/05 від 31.01.2019;42802261;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330367;07300, Київська обл., Вишгородський район, місто Вишгород, ВУЛИЦЯ НАБЕРЕЖНА, будинок 11;№133/01/05 від 31.01.2019;42802277;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330368;80001, Львівська обл., Сокальський район, місто Сокаль, ВУЛИЦЯ ШЕПТИЦЬКОГО, будинок 93;№138/02/05 від 07.02.2019;42815045;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330369;75500, Херсонська обл., Генічеський район, місто Генічеськ, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 58;№138/02/05 від 07.02.2019;42815050;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330370;75500, Херсонська обл., Генічеський район, місто Генічеськ, ВУЛИЦЯ ДРУЖБИ НАРОДІВ, будинок 87;№138/02/05 від 07.02.2019;42815066;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330371;04107, м.Київ, Шевченківський район, ВУЛУЦЯ БАГГОВУТІВСЬКА, будинок 17/21;№138/02/05 від 07.02.2019;42815071;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330372;54025, Миколаївська обл., місто Миколаїв, Центральний район, ПРОСПЕКТ ГЕРОЇВ УКРАЇНИ, будинок 13;№138/02/05 від 07.02.2019;42815031;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330373;54001, Миколаївська обл., місто Миколаїв, Центральний район, ВУЛИЦЯ ПОТЬОМКІНСЬКА, будинок 100-А;№144/02/05 від 13.02.2019;42828494;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330374;49005, Дніпропетровська обл., місто Дніпро, Соборний район, ПРОСПЕКТ ГАГАРІНА, будинок 8-А;№144/02/05 від 13.02.2019;42828502;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330375;07302, Київська обл., Вишгородський район, місто Вишгород, ВУЛИЦЯ НАБЕРЕЖНА , будинок 6-Г;№144/02/05 від 13.02.2019;42828515;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330376;84300, Донецька обл., місто Краматорськ, ВУЛИЦЯ ПАРКОВА, будинок 26;№144/02/05 від 13.02.2019;42828520;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330377;09701, Київська обл., Богуславський район, місто Богуслав, ВУЛИЦЯ ТАРАСА ШЕВЧЕНКА, будинок 24;№144/02/05 від 13.02.2019;42828536;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330378;08134, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ ПЕРШОТРАВНЕВА, будинок 7;№149/02/05 від 18.02.2019;42848788;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330379;54028, Миколаївська обл., місто Миколаїв, Інгульський район, ВУЛИЦЯ КОСМОНАВТІВ, будинок 81/2;№149/02/05 від 18.02.2019;42848793;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330380;84100, Донецька обл., місто Слов'янськ, ВУЛИЦЯ ВОКЗАЛЬНА, будинок 10;№149/02/05 від 18.02.2019;42848809;ПН–НД 08:00–20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
